year,end_mounth,subject,factor_1,delta_factor_1,per_mounth_factor_1,factor_2,delta_factor_2,per_mounth_factor_2,factor_3,delta_factor_3,per_mounth_factor_3,factor_4,delta_factor_4,per_mounth_factor_4,factor_5,delta_factor_5,per_mounth_factor_5,factor_6,delta_factor_6,per_mounth_factor_6,factor_7,delta_factor_7,per_mounth_factor_7,factor_8,delta_factor_8,per_mounth_factor_8,factor_9,delta_factor_9,per_mounth_factor_9,factor_10,delta_factor_10,per_mounth_factor_10,factor_11,delta_factor_11,per_mounth_factor_11,factor_12,delta_factor_12,per_mounth_factor_12,factor_13,delta_factor_13,per_mounth_factor_13,factor_14,delta_factor_14,per_mounth_factor_14,factor_15,delta_factor_15,per_mounth_factor_15,factor_16,delta_factor_16,per_mounth_factor_16,factor_17,delta_factor_17,per_mounth_factor_17,factor_18,delta_factor_18,per_mounth_factor_18
2014,12,Новгородская область,1437,154,154,199,26,26,1732,184,184,10.3,0.20000000000000107,0.20000000000000107,,,,,,,251454,251454,125727,191898,191898,95949,36532,36532,18266,2915,2915,1457.5,218776,218776,109388,116327,116327,58163.5,1092,1092,546,23,23,11.5,116327,116327,58163.5,1092,1092,546,23,23,11.5,117442,117442,58721
2014,10,Псковская область,1274,1274,127.4,184,184,18.4,1594,1594,159.4,10.3,10.3,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Псковская область,1406,132,132,205,21,21,1757,163,163,10.4,0.09999999999999964,0.09999999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Псковская область,1541,135,135,219,14,14,1921,164,164,10.2,-0.20000000000000107,-0.20000000000000107,,,,,,,370289,370289,185144.5,263971,263971,131985.5,40837,40837,20418.5,4417,4417,2208.5,141115,141115,70557.5,101030,101030,50515,8015,8015,4007.5,100,100,50,90999,90999,45499.5,7987,7987,3993.5,89,89,44.5,99075,99075,49537.5
2014,10,Северо-Кавказский фед.округ,5962,5962,596.2,1483,1483,148.3,8027,8027,802.7,15.6,15.6,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Северо-Кавказский фед.округ,6621,659,659,1634,151,151,8899,872,872,15.5,-0.09999999999999964,-0.09999999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Северо-Кавказский фед.округ,7270,649,649,1791,157,157,9743,844,844,15.5,0,0,,,,,,,2665364,2665364,1332682,2033549,2033549,1016774.5,387679,387679,193839.5,74642,74642,37321,2974118,2974118,1487059,1660022,1660022,830011,81024,81024,40512,9277,9277,4638.5,1097532,1097532,548766,78735,78735,39367.5,8810,8810,4405,1185077,1185077,592538.5
2014,10,Ставропольский край,2576,2576,257.6,456,456,45.6,3286,3286,328.6,12.2,12.2,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Ставропольский край,2840,264,264,503,47,47,3622,336,336,12.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Ставропольский край,3104,264,264,559,56,56,3943,321,321,12.4,0.20000000000000107,0.20000000000000107,,,,,,,1029769,1029769,514884.5,784221,784221,392110.5,126429,126429,63214.5,18143,18143,9071.5,718660,718660,359330,336590,336590,168295,50247,50247,25123.5,1458,1458,729,336590,336590,168295,50247,50247,25123.5,991,991,495.5,387828,387828,193914
2014,10,Республика Ингушетия,193,193,19.3,87,87,8.7,315,315,31.5,21.6,21.6,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Республика Ингушетия,211,18,18,93,6,6,339,24,24,21.5,-0.10000000000000142,-0.10000000000000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Республика Ингушетия,232,21,21,99,6,6,372,33,33,21,-0.5,-0.5,,,,,,,50165,50165,25082.5,41974,41974,20987,6218,6218,3109,1071,1071,535.5,158196,158196,79098,83853,83853,41926.5,431,431,215.5,1,1,0.5,43274,43274,21637,417,417,208.5,1,1,0.5,43692,43692,21846
2014,10,Республика Дагестан,1044,1044,104.4,410,410,41,1365,1365,136.5,23.1,23.1,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Республика Дагестан,1183,139,139,461,51,51,1543,178,178,23,-0.10000000000000142,-0.10000000000000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Республика Дагестан,1284,101,101,486,25,25,1683,140,140,22.4,-0.6000000000000014,-0.6000000000000014,,,,,,,669046,669046,334523,507774,507774,253887,109851,109851,54925.5,27756,27756,13878,496756,496756,248378,481477,481477,240738.5,14023,14023,7011.5,,,,164251,164251,82125.5,13942,13942,6971,,,,178193,178193,89096.5
2014,10,Кабардино-Балкарская Респ.,610,610,61,148,148,14.8,777,777,77.7,16,16,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Кабардино-Балкарская Респ.,694,84,84,166,18,18,889,112,112,15.7,-0.3000000000000007,-0.3000000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Кабардино-Балкарская Респ.,775,81,81,186,20,20,980,91,91,16,0.3000000000000007,0.3000000000000007,,,,,,,256951,256951,128475.5,195224,195224,97612,41161,41161,20580.5,6854,6854,3427,722539,722539,361269.5,268453,268453,134226.5,8089,8089,4044.5,7564,7564,3782,268453,268453,134226.5,8089,8089,4044.5,7564,7564,3782,284106,284106,142053
2014,10,Респ. Сев.Осетия - Алания,653,653,65.3,120,120,12,907,907,90.7,11.7,11.7,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Респ. Сев.Осетия - Алания,717,64,64,130,10,10,991,84,84,11.6,-0.09999999999999964,-0.09999999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Респ. Сев.Осетия - Алания,797,80,80,143,13,13,1100,109,109,11.5,-0.09999999999999964,-0.09999999999999964,,,,,,,257181,257181,128590.5,191188,191188,95594,36770,36770,18385,7817,7817,3908.5,469640,469640,234820,284158,284158,142079,3596,3596,1798,251,251,125.5,115269,115269,57634.5,1523,1523,761.5,251,251,125.5,117043,117043,58521.5
2014,10,Карачаево-Черкесская Респ.,486,486,48.6,115,115,11.5,713,713,71.3,13.9,13.9,1.3900000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Карачаево-Черкесская Респ.,535,49,49,125,10,10,777,64,64,13.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Карачаево-Черкесская Респ.,587,52,52,141,16,16,831,54,54,14.5,0.5999999999999996,0.5999999999999996,,,,,,,133052,133052,66526,105703,105703,52851.5,21186,21186,10593,3451,3451,1725.5,175964,175964,87982,60082,60082,30041,2402,2402,1201,3,3,1.5,34737,34737,17368.5,2281,2281,1140.5,3,3,1.5,37021,37021,18510.5
2014,10,Чеченская Республика,400,400,40,147,147,14.7,664,664,66.4,18.1,18.1,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Чеченская Республика,441,41,41,156,9,9,738,74,74,17.4,-0.7000000000000028,-0.7000000000000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Чеченская Республика,491,50,50,177,21,21,834,96,96,17.5,0.10000000000000142,0.10000000000000142,,,,,,,269200,269200,134600,207465,207465,103732.5,46064,46064,23032,9550,9550,4775,232363,232363,116181.5,145409,145409,72704.5,2236,2236,1118,,,,134958,134958,67479,2236,2236,1118,,,,137194,137194,68597
2014,10,Южный фед.округ,15244,15244,1524.4,2518,2518,251.8,18752,18752,1875.2,11.8,11.8,1.1800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Южный фед.округ,16773,1529,1529,2829,311,311,20553,1801,1801,12.1,0.29999999999999893,0.29999999999999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Южный фед.округ,18337,1564,1564,3079,250,250,22497,1944,1944,12,-0.09999999999999964,-0.09999999999999964,,,,,,,5552110,5552110,2776055,4245505,4245505,2122752.5,615817,615817,307908.5,89617,89617,44808.5,5334524,5334524,2667262,1826879,1826879,913439.5,162005,162005,81002.5,4534,4534,2267,1931973,1931973,965986.5,161482,161482,80741,5355,5355,2677.5,2098810,2098810,1049405
2014,10,Краснодарский край,5657,5657,565.7,1132,1132,113.2,6714,6714,671.4,14.4,14.4,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Краснодарский край,6260,603,603,1270,138,138,7380,666,666,14.7,0.29999999999999893,0.29999999999999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Краснодарский край,6829,569,569,1383,113,113,8068,688,688,14.6,-0.09999999999999964,-0.09999999999999964,,,,,,,2211857,2211857,1105928.5,1688471,1688471,844235.5,225497,225497,112748.5,29529,29529,14764.5,2502479,2502479,1251239.5,745025,745025,372512.5,65305,65305,32652.5,542,542,271,872373,872373,436186.5,65305,65305,32652.5,542,542,271,938220,938220,469110
2014,10,Астраханская область,1563,1563,156.3,125,125,12.5,2078,2078,207.8,5.7,5.7,0.5700000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Астраханская область,1695,132,132,143,18,18,2235,157,157,6,0.2999999999999998,0.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Астраханская область,1845,150,150,156,13,13,2439,204,204,6,0,0,,,,,,,345158,345158,172579,262331,262331,131165.5,41507,41507,20753.5,7539,7539,3769.5,320588,320588,160294,209708,209708,104854,19115,19115,9557.5,1048,1048,524,202610,202610,101305,19044,19044,9522,1049,1049,524.5,222703,222703,111351.5
2014,10,Волгоградская область,2192,2192,219.2,359,359,35.9,2694,2694,269.4,11.8,11.8,1.1800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Волгоградская область,2411,219,219,403,44,44,2980,286,286,11.9,0.09999999999999964,0.09999999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Волгоградская область,2665,254,254,440,37,37,3301,321,321,11.8,-0.09999999999999964,-0.09999999999999964,,,,,,,1013526,1013526,506763,781757,781757,390878.5,104514,104514,52257,21407,21407,10703.5,810332,810332,405166,262077,262077,131038.5,28806,28806,14403,1927,1927,963.5,258964,258964,129482,29054,29054,14527,767,767,383.5,288785,288785,144392.5
2014,10,Ростовская область,4857,4857,485.7,727,727,72.7,5988,5988,598.8,10.8,10.8,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Ростовская область,5323,466,466,821,94,94,6552,564,564,11.1,0.29999999999999893,0.29999999999999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Ростовская область,5798,475,475,892,71,71,7120,568,568,11.1,0,0,,,,,,,1702378,1702378,851189,1299788,1299788,649894,209545,209545,104772.5,25502,25502,12751,1355227,1355227,677613.5,384834,384834,192417,34518,34518,17259,431,431,215.5,391531,391531,195765.5,34667,34667,17333.5,2425,2425,1212.5,428623,428623,214311.5
2014,10,Республика Адыгея,411,411,41.1,94,94,9.4,468,468,46.8,16.7,16.7,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Республика Адыгея,469,58,58,105,11,11,526,58,58,16.6,-0.09999999999999787,-0.09999999999999787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Республика Адыгея,527,58,58,112,7,7,608,82,82,15.6,-1.0000000000000018,-1.0000000000000018,,,,,,,160792,160792,80396,128023,128023,64011.5,17052,17052,8526,2727,2727,1363.5,239299,239299,119649.5,150953,150953,75476.5,5748,5748,2874,22,22,11,150740,150740,75370,5748,5748,2874,22,22,11,156510,156510,78255
2014,10,Республика Калмыкия,564,564,56.4,81,81,8.1,810,810,81,9.1,9.1,0.9099999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Республика Калмыкия,615,51,51,87,6,6,880,70,70,9,-0.09999999999999964,-0.09999999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Республика Калмыкия,673,58,58,96,9,9,961,81,81,9.1,0.09999999999999964,0.09999999999999964,,,,,,,118399,118399,59199.5,85135,85135,42567.5,17702,17702,8851,2913,2913,1456.5,106599,106599,53299.5,74282,74282,37141,8513,8513,4256.5,564,564,282,55755,55755,27877.5,7664,7664,3832,550,550,275,63969,63969,31984.5
2014,10,Приволжский фед.округ,35208,35208,3520.8,4312,4312,431.2,45168,45168,4516.8,8.7,8.7,0.8699999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Приволжский фед.округ,38852,3644,3644,4842,530,530,49743,4575,4575,8.9,0.20000000000000107,0.20000000000000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Приволжский фед.округ,42983,4131,4131,5382,540,540,55130,5387,5387,8.9,0,0,,,,,,,11160141,11160141,5580070.5,8766794,8766794,4383397,1193401,1193401,596700.5,194779,194779,97389.5,16684701,16684701,8342350.5,6319574,6319574,3159787,452394,452394,226197,36792,36792,18396,6049972,6049972,3024986,445620,445620,222810,36559,36559,18279.5,6532151,6532151,3266075.5
2014,10,Республика Башкортостан,3965,3965,396.5,590,590,59,5009,5009,500.9,10.5,10.5,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Республика Башкортостан,4414,449,449,651,61,61,5555,546,546,10.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Республика Башкортостан,4912,498,498,706,55,55,6234,679,679,10.2,-0.3000000000000007,-0.3000000000000007,,,,,,,1602133,1602133,801066.5,1250776,1250776,625388,192193,192193,96096.5,43840,43840,21920,2411002,2411002,1205501,1236194,1236194,618097,17924,17924,8962,3035,3035,1517.5,1236194,1236194,618097,17924,17924,8962,3035,3035,1517.5,1257153,1257153,628576.5
2014,10,Республика Марий Эл,935,935,93.5,104,104,10.4,1276,1276,127.6,7.5,7.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Республика Марий Эл,1026,91,91,122,18,18,1406,130,130,8,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Республика Марий Эл,1144,118,118,135,13,13,1576,170,170,7.9,-0.09999999999999964,-0.09999999999999964,,,,,,,228140,228140,114070,156578,156578,78289,27074,27074,13537,3550,3550,1775,158603,158603,79301.5,65129,65129,32564.5,5615,5615,2807.5,356,356,178,68101,68101,34050.5,5432,5432,2716,317,317,158.5,73850,73850,36925
2014,10,Республика Мордовия,822,822,82.2,158,158,15.8,1078,1078,107.8,12.8,12.8,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Республика Мордовия,920,98,98,183,25,25,1190,112,112,13.3,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Республика Мордовия,1027,107,107,202,19,19,1339,149,149,13.1,-0.20000000000000107,-0.20000000000000107,,,,,,,280216,280216,140108,217941,217941,108970.5,23911,23911,11955.5,4787,4787,2393.5,176827,176827,88413.5,93871,93871,46935.5,5384,5384,2692,67,67,33.5,61789,61789,30894.5,5126,5126,2563,67,67,33.5,66982,66982,33491
2014,10,Республика Татарстан,4435,4435,443.5,512,512,51.2,5745,5745,574.5,8.2,8.2,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Республика Татарстан,4862,427,427,565,53,53,6274,529,529,8.3,0.10000000000000142,0.10000000000000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Республика Татарстан,5399,537,537,614,49,49,6983,709,709,8.1,-0.20000000000000107,-0.20000000000000107,,,,,,,1257158,1257158,628579,1057747,1057747,528873.5,123359,123359,61679.5,16315,16315,8157.5,5008101,5008101,2504050.5,1410232,1410232,705116,103111,103111,51555.5,8494,8494,4247,1410232,1410232,705116,103111,103111,51555.5,8494,8494,4247,1521837,1521837,760918.5
2014,10,Удмуртская Республика,1128,1128,112.8,204,204,20.4,1232,1232,123.2,14.2,14.2,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Удмуртская Республика,1243,115,115,229,25,25,1336,104,104,14.6,0.40000000000000036,0.40000000000000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Удмуртская Республика,1398,155,155,252,23,23,1511,175,175,14.3,-0.29999999999999893,-0.29999999999999893,,,,,,,569813,569813,284906.5,432984,432984,216492,66272,66272,33136,5218,5218,2609,592283,592283,296141.5,328834,328834,164417,44847,44847,22423.5,8088,8088,4044,298065,298065,149032.5,44847,44847,22423.5,8088,8088,4044,351000,351000,175500
2014,10,Чувашская Республика,1587,1587,158.7,203,203,20.3,1898,1898,189.8,9.7,9.7,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Чувашская Республика,1742,155,155,216,13,13,2118,220,220,9.3,-0.3999999999999986,-0.3999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Чувашская Республика,1932,190,190,245,29,29,2406,288,288,9.2,-0.10000000000000142,-0.10000000000000142,,,,,,,333707,333707,166853.5,268144,268144,134072,41714,41714,20857,7526,7526,3763,545538,545538,272769,194692,194692,97346,23299,23299,11649.5,6572,6572,3286,124660,124660,62330,22752,22752,11376,6613,6613,3306.5,154025,154025,77012.5
2014,10,Кировская область,1621,1621,162.1,177,177,17.7,2089,2089,208.9,7.8,7.8,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Кировская область,1777,156,156,201,24,24,2269,180,180,8.1,0.2999999999999998,0.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Кировская область,1956,179,179,235,34,34,2494,225,225,8.6,0.5,0.5,,,,,,,479879,479879,239939.5,342638,342638,171319,51723,51723,25861.5,4047,4047,2023.5,348804,348804,174402,163239,163239,81619.5,20297,20297,10148.5,755,755,377.5,93188,93188,46594,18525,18525,9262.5,689,689,344.5,112402,112402,56201
2014,10,Нижегородская область,5006,5006,500.6,530,530,53,6233,6233,623.3,7.8,7.8,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Нижегородская область,5498,492,492,595,65,65,6849,616,616,8,0.20000000000000018,0.20000000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Нижегородская область,6061,563,563,671,76,76,7541,692,692,8.2,0.1999999999999993,0.1999999999999993,,,,,,,1217854,1217854,608927,1046445,1046445,523222.5,97274,97274,48637,13249,13249,6624.5,2122917,2122917,1061458.5,528602,528602,264301,58172,58172,29086,703,703,351.5,528602,528602,264301,58172,58172,29086,687,687,343.5,587461,587461,293730.5
2014,10,Оренбургская область,2210,2210,221,323,323,32.3,2924,2924,292.4,9.9,9.9,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Оренбургская область,2441,231,231,371,48,48,3224,300,300,10.3,0.40000000000000036,0.40000000000000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Оренбургская область,2679,238,238,419,48,48,3510,286,286,10.7,0.3999999999999986,0.3999999999999986,,,,,,,904063,904063,452031.5,663023,663023,331511.5,131104,131104,65552,18050,18050,9025,754940,754940,377470,285104,285104,142552,47884,47884,23942,2365,2365,1182.5,304240,304240,152120,45630,45630,22815,2254,2254,1127,352124,352124,176062
2014,10,Пензенская область,1868,1868,186.8,203,203,20.3,2511,2511,251.1,7.5,7.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Пензенская область,2044,176,176,230,27,27,2746,235,235,7.7,0.20000000000000018,0.20000000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Пензенская область,2269,225,225,255,25,25,3037,291,291,7.7,0,0,,,,,,,498635,498635,249317.5,414803,414803,207401.5,34558,34558,17279,6317,6317,3158.5,476031,476031,238015.5,317099,317099,158549.5,26941,26941,13470.5,442,442,221,327842,327842,163921,26955,26955,13477.5,437,437,218.5,355234,355234,177617
2014,10,Пермский край,4003,4003,400.3,359,359,35.9,5268,5268,526.8,6.4,6.4,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Пермский край,4423,420,420,416,57,57,5839,571,571,6.7,0.2999999999999998,0.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Пермский край,4875,452,452,470,54,54,6445,606,606,6.8,0.09999999999999964,0.09999999999999964,,,,,,,1087961,1087961,543980.5,789198,789198,394599,122080,122080,61040,14786,14786,7393,1106148,1106148,553074,693185,693185,346592.5,32625,32625,16312.5,4067,4067,2033.5,833950,833950,416975,32625,32625,16312.5,4044,4044,2022,870619,870619,435309.5
2014,10,Самарская область,3630,3630,363,414,414,41.4,4833,4833,483.3,7.9,7.9,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Самарская область,3979,349,349,463,49,49,5258,425,425,8.1,0.1999999999999993,0.1999999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Самарская область,4373,394,394,534,71,71,5775,517,517,8.5,0.40000000000000036,0.40000000000000036,,,,,,,1244665,1244665,622332.5,978790,978790,489395,120464,120464,60232,33499,33499,16749.5,1536221,1536221,768110.5,530366,530366,265183,31395,31395,15697.5,1207,1207,603.5,378964,378964,189482,30720,30720,15360,1199,1199,599.5,410883,410883,205441.5
2014,10,Саратовская область,2500,2500,250,346,346,34.6,3101,3101,310.1,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Саратовская область,2820,320,320,392,46,46,3484,383,383,10.1,0.09999999999999964,0.09999999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Саратовская область,3101,281,281,421,29,29,3828,344,344,9.9,-0.1999999999999993,-0.1999999999999993,,,,,,,1028947,1028947,514473.5,807202,807202,403601,116657,116657,58328.5,14138,14138,7069,770283,770283,385141.5,269226,269226,134613,14047,14047,7023.5,130,130,65,265641,265641,132820.5,13819,13819,6909.5,125,125,62.5,279585,279585,139792.5
2014,10,Ульяновская область,1498,1498,149.8,189,189,18.9,1971,1971,197.1,8.8,8.8,0.8800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Ульяновская область,1663,165,165,208,19,19,2195,224,224,8.7,-0.10000000000000142,-0.10000000000000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Ульяновская область,1857,194,194,223,15,15,2451,256,256,8.3,-0.3999999999999986,-0.3999999999999986,,,,,,,426970,426970,213485,340525,340525,170262.5,45018,45018,22509,9457,9457,4728.5,677003,677003,338501.5,203801,203801,101900.5,20853,20853,10426.5,511,511,255.5,118504,118504,59252,19982,19982,9991,510,510,255,138996,138996,69498
2014,10,Уральский фед.округ,13479,13479,1347.9,1741,1741,174.1,17363,17363,1736.3,9.1,9.1,0.9099999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Уральский фед.округ,14827,1348,1348,1909,168,168,19131,1768,1768,9.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Уральский фед.округ,16403,1576,1576,2119,210,210,21270,2139,2139,9.1,0,0,,,,,,,5119888,5119888,2559944,3967971,3967971,1983985.5,625011,625011,312505.5,80226,80226,40113,6231957,6231957,3115978.5,3571967,3571967,1785983.5,627362,627362,313681,44360,44360,22180,2456505,2456505,1228252.5,587234,587234,293617,43663,43663,21831.5,3087402,3087402,1543701
2014,10,Курганская область,1081,1081,108.1,193,193,19.3,1309,1309,130.9,12.8,12.8,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Курганская область,1188,107,107,213,20,20,1442,133,133,12.9,0.09999999999999964,0.09999999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Курганская область,1297,109,109,233,20,20,1573,131,131,12.9,0,0,,,,,,,358511,358511,179255.5,270340,270340,135170,34081,34081,17040.5,4173,4173,2086.5,215752,215752,107876,141411,141411,70705.5,9777,9777,4888.5,3380,3380,1690,112414,112414,56207,9387,9387,4693.5,3337,3337,1668.5,125138,125138,62569
2014,10,Свердловская область,3326,3326,332.6,519,519,51.9,4297,4297,429.7,10.8,10.8,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Свердловская область,3641,315,315,572,53,53,4703,406,406,10.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,12,Свердловская область,4037,396,396,634,62,62,5272,569,569,10.7,-0.10000000000000142,-0.10000000000000142,,,,,,,1767901,1767901,883950.5,1441256,1441256,720628,194275,194275,97137.5,21284,21284,10642,2944867,2944867,1472433.5,1424617,1424617,712308.5,392715,392715,196357.5,29399,29399,14699.5,986213,986213,493106.5,362478,362478,181239,28981,28981,14490.5,1377672,1377672,688836
2014,10,Тюменская область (с а/о),4921,4921,492.1,510,510,51,6604,6604,660.4,7.2,7.2,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,Тюменская область (с а/о),5446,525,525,556,46,46,7347,743,743,7,-0.20000000000000018,-0.20000000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
