year,end_mounth,subject,factor_1,delta_factor_1,per_mounth_factor_1,factor_2,delta_factor_2,per_mounth_factor_2,factor_3,delta_factor_3,per_mounth_factor_3,factor_4,delta_factor_4,per_mounth_factor_4,factor_5,delta_factor_5,per_mounth_factor_5,factor_6,delta_factor_6,per_mounth_factor_6,factor_7,delta_factor_7,per_mounth_factor_7,factor_8,delta_factor_8,per_mounth_factor_8,factor_9,delta_factor_9,per_mounth_factor_9,factor_10,delta_factor_10,per_mounth_factor_10,factor_11,delta_factor_11,per_mounth_factor_11,factor_12,delta_factor_12,per_mounth_factor_12,factor_13,delta_factor_13,per_mounth_factor_13,factor_14,delta_factor_14,per_mounth_factor_14,factor_15,delta_factor_15,per_mounth_factor_15,factor_16,delta_factor_16,per_mounth_factor_16,factor_17,delta_factor_17,per_mounth_factor_17,factor_18,delta_factor_18,per_mounth_factor_18
2021,12,Псковская область,710,49,49,110,10,10,898,55,55,10.91269841,0.30824454000000046,0.30824454000000046,17.73481295,17.73481295,1.6122557227272727,3.171893563,3.171893563,0.28835396027272725,368833,368833,33530.27272727273,262364,262364,23851.272727272728,38037,38037,3457.909090909091,4175,4175,379.54545454545456,624373,304479,50746.5,88486,43551,7258.5,7497,3413,568.8333333333334,174,91,15.166666666666666,75148,38951,6491.833333333333,7461,3510,585,170,90,15,457084,244762,40793.666666666664
2021,1,Северо-Кавказский фед.округ,486,486,486,80,80,80,693,693,693,10.34928849,10.34928849,10.34928849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Северо-Кавказский фед.округ,876,390,390,150,70,70,1220,527,527,10.94890511,0.5996166200000008,0.5996166200000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Северо-Кавказский фед.округ,1267,391,391,221,71,71,1713,493,493,11.42709411,0.4781890000000004,0.4781890000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Северо-Кавказский фед.округ,1681,414,414,290,69,69,2305,592,592,11.17533719,-0.25175692000000005,-0.25175692000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Северо-Кавказский фед.округ,2172,491,491,358,68,68,2982,677,677,10.72,-0.45533718999999984,-0.45533718999999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Северо-Кавказский фед.округ,2653,481,481,434,76,76,3624,642,642,10.69492361,-0.025076390000000615,-0.025076390000000615,,,,,,,,,,,,,,,,,,,3403110,3403110,680622,900953,900953,180190.6,47885,47885,9577,14882,14882,2976.4,585264,585264,117052.8,45100,45100,9020,11921,11921,2384.2,1611200,1611200,322240
2021,7,Северо-Кавказский фед.округ,3204,551,551,516,82,82,4380,756,756,10.53921569,-0.15570791999999933,-0.15570791999999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Северо-Кавказский фед.округ,3762,558,558,628,112,112,5173,793,793,10.8257197,0.2865040099999998,0.2865040099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Северо-Кавказский фед.округ,4269,507,507,731,103,103,5846,673,673,11.11448989,0.28877018999999926,0.28877018999999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Северо-Кавказский фед.округ,4835,566,566,843,112,112,6523,677,677,11.44447461,0.32998472000000056,0.32998472000000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Северо-Кавказский фед.округ,5349,514,514,932,89,89,7190,667,667,11.47500616,0.030531549999999186,0.030531549999999186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Северо-Кавказский фед.округ,5927,578,578,1039,107,107,7959,769,769,11.54701045,0.07200429000000064,0.07200429000000064,10.42408572,10.42408572,0.9476441563636364,3.446403451,3.446403451,0.31330940463636364,3121542,3121542,283776.54545454547,2456664,2456664,223333.0909090909,434190,434190,39471.818181818184,73404,73404,6673.090909090909,7384459,3981349,663558.1666666666,1760934,859981,143330.16666666666,91741,43856,7309.333333333333,27060,12178,2029.6666666666667,1141862,556598,92766.33333333333,85211,40111,6685.166666666667,25157,13236,2206,2990741,1379541,229923.5
2021,1,Ставропольский край,194,194,194,29,29,29,266,266,266,9.830508475,9.830508475,9.830508475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Ставропольский край,356,162,162,50,21,21,465,199,199,9.708737864,-0.12177061100000053,-0.12177061100000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Ставропольский край,510,154,154,71,21,21,669,204,204,9.594594595,-0.11414326899999949,-0.11414326899999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Ставропольский край,669,159,159,90,19,19,912,243,243,8.982035928,-0.6125586670000001,-0.6125586670000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Ставропольский край,853,184,184,105,15,15,1147,235,235,8.39,-0.5920359279999996,-0.5920359279999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Ставропольский край,1040,187,187,130,25,25,1384,237,237,8.58652576,0.1965257600000001,0.1965257600000001,,,,,,,,,,,,,,,,,,,833842,833842,166768.4,211103,211103,42220.6,17855,17855,3571,1118,1118,223.6,196270,196270,39254,17746,17746,3549.2,1118,1118,223.6,488226,488226,97645.2
2021,7,Ставропольский край,1285,245,245,155,25,25,1710,326,326,8.310991957,-0.2755338030000001,-0.2755338030000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Ставропольский край,1528,243,243,194,39,39,2034,324,324,8.707360862,0.3963689049999992,0.3963689049999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Ставропольский край,1756,228,228,219,25,25,2317,283,283,8.635646688,-0.07171417400000024,-0.07171417400000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Ставропольский край,1995,239,239,252,33,33,2626,309,309,8.756080612,0.1204339240000003,0.1204339240000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Ставропольский край,2216,221,221,277,25,25,2898,272,272,8.724409449,-0.03167116300000039,-0.03167116300000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Ставропольский край,2459,243,243,320,43,43,3209,311,311,9.067724568,0.34331511899999967,0.34331511899999967,11.45805136,11.45805136,1.0416410327272727,3.398481516,3.398481516,0.3089528650909091,987844,987844,89804,786665,786665,71515,114640,114640,10421.818181818182,12965,12965,1178.6363636363637,1658498,824656,137442.66666666666,390268,179165,29860.833333333332,32180,14325,2387.5,2270,1152,192,362858,166588,27764.666666666668,31699,13953,2325.5,2265,1147,191.16666666666666,860053,371827,61971.166666666664
2021,1,Республика Ингушетия,21,21,21,4,4,4,35,35,35,10.25641026,10.25641026,10.25641026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Республика Ингушетия,32,11,11,5,1,1,62,27,27,7.462686567,-2.7937236929999987,-2.7937236929999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Республика Ингушетия,48,16,16,10,5,5,85,23,23,10.52631579,3.0636292229999995,3.0636292229999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Республика Ингушетия,63,15,15,18,8,8,108,23,23,14.28571429,3.7593984999999996,3.7593984999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Республика Ингушетия,73,10,10,23,5,5,125,17,17,15.54,1.2542857099999996,1.2542857099999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Республика Ингушетия,91,18,18,30,7,7,154,29,29,16.30434783,0.764347830000002,0.764347830000002,,,,,,,,,,,,,,,,,,,108503,108503,21700.6,34066,34066,6813.2,293,293,58.6,12,12,2.4,18910,18910,3782,270,270,54,12,12,2.4,50209,50209,10041.8
2021,7,Республика Ингушетия,105,14,14,34,4,4,174,20,20,16.34615385,0.04180601999999922,0.04180601999999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Республика Ингушетия,115,10,10,37,3,3,187,13,13,16.51785714,0.17170328999999995,0.17170328999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Республика Ингушетия,128,13,13,39,2,2,210,23,23,15.6626506,-0.8552065400000011,-0.8552065400000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Республика Ингушетия,148,20,20,48,9,9,227,17,17,17.45454545,1.791894850000002,1.791894850000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Республика Ингушетия,160,12,12,49,1,1,242,15,15,16.83848797,-0.616057480000002,-0.616057480000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Республика Ингушетия,186,26,26,52,3,3,292,50,50,15.11627907,-1.7222089,-1.7222089,10.08604169,10.08604169,0.916912880909091,4.472848947,4.472848947,0.4066226315454546,118021,118021,10729.181818181818,98399,98399,8945.363636363636,14534,14534,1321.2727272727273,3150,3150,286.3636363636364,212577,104074,17345.666666666668,73839,39773,6628.833333333333,776,483,80.5,44,32,5.333333333333333,33162,14252,2375.3333333333335,662,392,65.33333333333333,44,32,5.333333333333333,86764,36555,6092.5
2021,1,Республика Дагестан,115,115,115,26,26,26,156,156,156,14.28571429,14.28571429,14.28571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Республика Дагестан,212,97,97,51,25,25,298,142,142,14.61318052,0.32746623000000064,0.32746623000000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Республика Дагестан,322,110,110,74,23,23,436,138,138,14.50980392,-0.1033766000000007,-0.1033766000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Республика Дагестан,421,99,99,89,15,15,571,135,135,13.48484848,-1.0249554399999994,-1.0249554399999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Республика Дагестан,541,120,120,102,13,13,757,186,186,11.87,-1.614848480000001,-1.614848480000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Республика Дагестан,663,122,122,126,24,24,927,170,170,11.96581197,0.09581197000000152,0.09581197000000152,,,,,,,,,,,,,,,,,,,1177849,1177849,235569.8,370040,370040,74008,18185,18185,3637,12364,12364,2472.8,170519,170519,34103.8,16036,16036,3207.2,9427,9427,1885.4,370120,370120,74024
2021,7,Республика Дагестан,790,127,127,152,26,26,1117,190,190,11.97793538,0.012123409999999168,0.012123409999999168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Республика Дагестан,920,130,130,190,38,38,1323,206,206,12.55783212,0.5798967400000006,0.5798967400000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Республика Дагестан,1035,115,115,221,31,31,1480,157,157,12.99235744,0.43452531999999877,0.43452531999999877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Республика Дагестан,1145,110,110,247,26,26,1606,126,126,13.32973556,0.33737812000000034,0.33737812000000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Республика Дагестан,1254,109,109,280,33,33,1753,147,147,13.77274963,0.44301407000000026,0.44301407000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Республика Дагестан,1384,130,130,309,29,29,1914,161,161,13.90013495,0.12738532000000014,0.12738532000000014,9.861797598,9.861797598,0.8965270543636364,3.665349988,3.665349988,0.3332136352727273,869489,869489,79044.45454545454,679762,679762,61796.545454545456,132669,132669,12060.818181818182,24508,24508,2228,2468156,1290307,215051.16666666666,746952,376912,62818.666666666664,37840,19655,3275.8333333333335,21686,9322,1553.6666666666667,373021,202502,33750.333333333336,34721,18685,3114.1666666666665,19875,10448,1741.3333333333333,786999,416879,69479.83333333333
2021,1,Кабардино-Балкарская Респ.,43,43,43,7,7,7,58,58,58,10.76923077,10.76923077,10.76923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Кабардино-Балкарская Респ.,85,42,42,17,10,10,103,45,45,14.16666667,3.3974358999999996,3.3974358999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Кабардино-Балкарская Респ.,120,35,35,27,10,10,140,37,37,16.16766467,2.000998000000001,2.000998000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Кабардино-Балкарская Респ.,163,43,43,36,9,9,185,45,45,16.28959276,0.12192809000000082,0.12192809000000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Кабардино-Балкарская Респ.,206,43,43,49,13,13,233,48,48,17.38,1.0904072399999976,1.0904072399999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Кабардино-Балкарская Респ.,247,41,41,57,8,8,282,49,49,16.81415929,-0.5658407099999998,-0.5658407099999998,,,,,,,,,,,,,,,,,,,315760,315760,63152,109671,109671,21934.2,3969,3969,793.8,335,335,67,71816,71816,14363.2,3604,3604,720.8,333,333,66.6,162704,162704,32540.8
2021,7,Кабардино-Балкарская Респ.,296,49,49,65,8,8,346,64,64,15.81508516,-0.9990741299999986,-0.9990741299999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Кабардино-Балкарская Респ.,345,49,49,79,14,14,402,56,56,16.42411642,0.6090312600000001,0.6090312600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Кабардино-Балкарская Респ.,389,44,44,93,14,14,462,60,60,16.75675676,0.33264033999999754,0.33264033999999754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Кабардино-Балкарская Респ.,441,52,52,103,10,10,527,65,65,16.34920635,-0.4075504099999989,-0.4075504099999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Кабардино-Балкарская Респ.,489,48,48,109,6,6,591,64,64,15.57142857,-0.7777777799999992,-0.7777777799999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Кабардино-Балкарская Респ.,553,64,64,126,17,17,665,74,74,15.92920354,0.35777496999999947,0.35777496999999947,14.49623846,14.49623846,1.31783986,3.976055311,3.976055311,0.3614595737272727,328551,328551,29868.272727272728,258009,258009,23455.363636363636,49013,49013,4455.727272727273,7291,7291,662.8181818181819,802602,486842,81140.33333333333,206770,97099,16183.166666666666,5256,1287,214.5,613,278,46.333333333333336,136872,65056,10842.666666666666,4891,1287,214.5,609,276,46,326175,163471,27245.166666666668
2021,1,Респ. Сев.Осетия - Алания,59,59,59,6,6,6,89,89,89,6.315789474,6.315789474,6.315789474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Респ. Сев.Осетия - Алания,106,47,47,8,2,2,162,73,73,4.705882353,-1.609907121,-1.609907121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Респ. Сев.Осетия - Алания,153,47,47,14,6,6,221,59,59,5.957446809,1.2515644560000005,1.2515644560000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Респ. Сев.Осетия - Алания,205,52,52,20,6,6,293,72,72,6.389776358,0.4323295489999994,0.4323295489999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Респ. Сев.Осетия - Алания,267,62,62,26,6,6,387,94,94,6.3,-0.08977635799999995,-0.08977635799999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Респ. Сев.Осетия - Алания,315,48,48,34,8,8,459,72,72,6.896551724,0.5965517240000002,0.5965517240000002,,,,,,,,,,,,,,,,,,,251535,251535,50307,86820,86820,17364,4246,4246,849.2,1051,1051,210.2,67140,67140,13428,4171,4171,834.2,1029,1029,205.8,182765,182765,36553
2021,7,Респ. Сев.Осетия - Алания,380,65,65,39,5,5,545,86,86,6.678082192,-0.2184695320000003,-0.2184695320000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Респ. Сев.Осетия - Алания,456,76,76,46,7,7,659,114,114,6.524822695,-0.15325949699999963,-0.15325949699999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Респ. Сев.Осетия - Алания,525,69,69,56,10,10,763,104,104,6.837606838,0.312784143,0.312784143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Респ. Сев.Осетия - Алания,605,80,80,69,13,13,852,89,89,7.491856678,0.6542498400000003,0.6542498400000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Респ. Сев.Осетия - Алания,682,77,77,81,12,12,958,106,106,7.795957652,0.3041009739999998,0.3041009739999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Респ. Сев.Осетия - Алания,759,77,77,87,6,6,1101,143,143,7.323232323,-0.4727253290000002,-0.4727253290000002,12.55233748,12.55233748,1.1411215890909092,2.990739022,2.990739022,0.2718853656363636,301459,301459,27405.363636363636,229481,229481,20861.909090909092,40616,40616,3692.3636363636365,7831,7831,711.9090909090909,577346,325811,54301.833333333336,163643,76823,12803.833333333334,9925,5679,946.5,2443,1392,232,129597,62457,10409.5,9677,5506,917.6666666666666,2360,1331,221.83333333333334,378424,195659,32609.833333333332
2021,1,Карачаево-Черкесская Респ.,43,43,43,1,1,1,65,65,65,1.515151515,1.515151515,1.515151515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Карачаево-Черкесская Респ.,64,21,21,7,6,6,92,27,27,7.070707071,5.555555556,5.555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Карачаево-Черкесская Респ.,80,16,16,11,4,4,108,16,16,9.243697479,2.1729904079999995,2.1729904079999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Карачаево-Черкесская Респ.,110,30,30,14,3,3,164,56,56,7.865168539,-1.3785289399999998,-1.3785289399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Карачаево-Черкесская Респ.,148,38,38,22,8,8,207,43,43,9.61,1.7448314609999995,1.7448314609999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Карачаево-Черкесская Респ.,195,47,47,23,1,1,265,58,58,7.986111111,-1.6238888889999998,-1.6238888889999998,,,,,,,,,,,,,,,,,,,246651,246651,49330.2,51961,51961,10392.2,517,517,103.4,1,1,0.2,24820,24820,4964,494,494,98.8,1,1,0.2,88976,88976,17795.2
2021,7,Карачаево-Черкесская Респ.,230,35,35,26,3,3,309,44,44,7.76119403,-0.22491708099999919,-0.22491708099999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Карачаево-Черкесская Респ.,267,37,37,33,7,7,371,62,62,8.168316832,0.40712280199999995,0.40712280199999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Карачаево-Черкесская Респ.,284,17,17,38,5,5,386,15,15,8.962264151,0.793947318999999,0.793947318999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Карачаево-Черкесская Респ.,317,33,33,46,8,8,422,36,36,9.829059829,0.8667956780000008,0.8667956780000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Карачаево-Черкесская Респ.,341,24,24,48,2,2,454,32,32,9.561752988,-0.2673068409999999,-0.2673068409999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Карачаево-Черкесская Респ.,362,21,21,53,5,5,457,3,3,10.39215686,0.8304038719999998,0.8304038719999998,11.38910557,11.38910557,1.0353732336363637,4.191446286,4.191446286,0.38104057145454545,128326,128326,11666,102637,102637,9330.636363636364,20456,20456,1859.6363636363637,3311,3311,301,606969,360318,60053,101276,49315,8219.166666666666,766,249,41.5,2,1,0.16666666666666666,38718,13898,2316.3333333333335,714,220,36.666666666666664,2,1,0.16666666666666666,178335,89359,14893.166666666666
2021,1,Чеченская Республика,11,11,11,7,7,7,24,24,24,22.58064516,22.58064516,22.58064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Чеченская Республика,21,10,10,12,5,5,38,14,14,24,1.4193548400000005,1.4193548400000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Чеченская Республика,34,13,13,14,2,2,54,16,16,20.58823529,-3.41176471,-3.41176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Чеченская Республика,50,16,16,23,9,9,72,18,18,24.21052632,3.6222910299999995,3.6222910299999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Чеченская Республика,84,34,34,31,8,8,126,54,54,19.75,-4.46052632,-4.46052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Чеченская Республика,102,18,18,34,3,3,153,27,27,18.18181818,-1.5681818199999995,-1.5681818199999995,,,,,,,,,,,,,,,,,,,468970,468970,93794,37292,37292,7458.4,2820,2820,564,1,1,0.2,35789,35789,7157.8,2779,2779,555.8,1,1,0.2,268200,268200,53640
2021,7,Чеченская Республика,118,16,16,45,11,11,179,26,26,20.08928571,1.9074675299999981,1.9074675299999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Чеченская Республика,131,13,13,49,4,4,197,18,18,19.91869919,-0.17058651999999697,-0.17058651999999697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Чеченская Республика,152,21,21,65,16,16,228,31,31,22.18430034,2.2656011499999984,2.2656011499999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Чеченская Республика,184,32,32,78,13,13,263,35,35,22.87390029,0.6895999500000016,0.6895999500000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Чеченская Республика,207,23,23,88,10,10,294,31,31,23.03664921,0.16274891999999852,0.16274891999999852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Чеченская Республика,224,17,17,92,4,4,321,27,27,22.27602906,-0.7606201500000012,-0.7606201500000012,6.141554828,6.141554828,0.5583231661818182,2.423539949,2.423539949,0.22032181354545452,387852,387852,35259.27272727273,301711,301711,27428.272727272728,62262,62262,5660.181818181818,14348,14348,1304.3636363636363,1058311,589341,98223.5,78186,40894,6815.666666666667,4998,2178,363,2,1,0.16666666666666666,67634,31845,5307.5,2847,68,11.333333333333334,2,1,0.16666666666666666,373991,105791,17631.833333333332
2021,1,Южный фед.округ,913,913,913,108,108,108,1131,1131,1131,8.716707022,8.716707022,8.716707022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Южный фед.округ,1723,810,810,204,96,96,2131,1000,1000,8.736616702,0.019909679999999597,0.019909679999999597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
